,city,detailed_location,tipology,price,area,area_per_square_meter,bathrooms,apartament_state
2793,Aveiro,"Águeda e Borralha, Águeda, Aveiro",Vídeo,T2,118 000 €,77 m²,1 532 €/m²,Casas de Banho: 2
2794,Faro,"Portimão, Faro",T4,239 000 €,181 m²,1 320 €/m²,Casas de Banho: 3,Usado
2795,Braga,"Creixomil, Guimarães, Braga",Vídeo,T3,215 000 €,127 m²,1 693 €/m²,Casas de Banho: 2
2796,Lisboa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T3,345 000 €,105 m²,3 286 €/m²,Casas de Banho: 2,Usado
2797,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T5,179 900 €,174 m²,1 034 €/m²,Casas de Banho: 2,Usado
2798,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,340 000 €,124 m²,2 742 €/m²,Casas de Banho: 1,Usado
2799,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",T4,468 000 €,151 m²,3 099 €/m²,Casas de Banho: 3,Renovado
2800,Porto,"Canidelo, Vila Nova de Gaia, Porto",T3,240 000 €,"117,70 m²",2 039 €/m²,Casas de Banho: 2,Novo
2801,Setúbal,"Azeitão (São Lourenço e São Simão), Setúbal",T3,149 900 €,125 m²,1 199 €/m²,Casas de Banho: 2,Renovado
2802,Setúbal,"Azeitão (São Lourenço e São Simão), Setúbal",T2,185 000 €,"82,42 m²",2 245 €/m²,Casas de Banho: 1,Renovado
2803,Braga,"São Victor, Braga",T3,194 900 €,155 m²,1 257 €/m²,Casas de Banho: 3,Usado
2804,Setúbal,"São Sebastião, Setúbal",T3,130 000 €,63 m²,2 063 €/m²,Casas de Banho: 2,
2805,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T4,315 000 €,180 m²,1 750 €/m²,Casas de Banho: 3
2806,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T2,180 000 €,107 m²,1 682 €/m²,Casas de Banho: 3
2807,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T3,245 000 €,165 m²,1 485 €/m²,Casas de Banho: 3
2808,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T2,179 000 €,75 m²,2 387 €/m²,Casas de Banho: 1
2809,Porto,"Bonfim, Porto",T1,137 500 €,47 m²,2 926 €/m²,Casas de Banho: 1,Renovado
2810,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,165 000 €,29 m²,5 690 €/m²,Casas de Banho: 1,Novo
2811,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T2,325 000 €,90 m²,3 611 €/m²,Casas de Banho: 3,Novo
2812,Porto,"Paranhos, Porto",T1,160 000 €,56 m²,2 857 €/m²,Casas de Banho: 2,Em construção
2813,Porto,"Paranhos, Porto",T0,130 000 €,41 m²,3 171 €/m²,Casas de Banho: 1,Em construção
2814,Porto,"Paranhos, Porto",T3,400 000 €,141 m²,2 837 €/m²,Casas de Banho: 3,Em construção
2815,Porto,"Paranhos, Porto",T2,260 000 €,101 m²,2 574 €/m²,Casas de Banho: 2,Em construção
2816,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",T4,183 000 €,126 m²,1 452 €/m²,Casas de Banho: 2,Usado
2817,Porto,"Custóias, Leça do Balio e Guifões, Matosinhos, Porto",T2,185 000 €,88 m²,2 102 €/m²,Casas de Banho: 2,Usado
2818,Faro,"Portimão, Faro",T2,179 900 €,"84,05 m²",2 140 €/m²,Casas de Banho: 2,Novo
2819,Faro,"Portimão, Faro",T2,166 900 €,"84,10 m²",1 985 €/m²,Casas de Banho: 2,Novo
2820,Faro,"Portimão, Faro",T3,226 800 €,104 m²,2 181 €/m²,Casas de Banho: 2,Novo
2821,Porto,"Canidelo, Vila Nova de Gaia, Porto",T2,208 000 €,78 m²,2 667 €/m²,Casas de Banho: 2,Em construção
2822,Setúbal,"Alto do Seixalinho, Santo André e Verderena, Barreiro, Setúbal",T2,115 000 €,62 m²,1 855 €/m²,Casas de Banho: 1,Renovado
2823,Lisboa,"Venteira, Amadora, Lisboa",T3,245 000 €,115 m²,2 130 €/m²,Casas de Banho: 2,
2824,Braga,"Oliveira, São Paio e São Sebastião, Guimarães, Braga",T4,310 990 €,125 m²,2 488 €/m²,Casas de Banho: 2,Usado
2825,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",Vídeo,T2,233 490 €,81 m²,2 883 €/m²,Acompanhamento Virtual
2826,Setúbal,"Montijo e Afonsoeiro, Montijo, Setúbal",T3,278 900 €,134 m²,2 081 €/m²,Casas de Banho: 2,
2827,Faro,"Portimão, Faro",Vídeo,T3,355 000 €,127 m²,2 795 €/m²,Casas de Banho: 2
2828,Lisboa,"Rio de Mouro, Sintra, Lisboa",Vídeo,T2,120 000 €,72 m²,1 667 €/m²,Casas de Banho: 1
2829,Santarém,"São João Baptista, Entroncamento, Santarém",T3,150 000 €,158 m²,949 €/m²,Casas de Banho: 2,Novo
2830,Porto,"Campanhã, Porto",T2,250 000 €,70 m²,3 571 €/m²,Casas de Banho: 2,Novo
2831,Faro,"Guia, Albufeira, Faro",T2,195 000 €,86 m²,2 267 €/m²,Casas de Banho: 2,
2832,Braga,"São Vicente, Braga",T2,189 000 €,75 m²,2 520 €/m²,Casas de Banho: 2,Novo
2833,Faro,"Portimão, Faro",T1,140 000 €,59 m²,2 373 €/m²,Casas de Banho: 1,Renovado
2834,Faro,"Olhão, Faro",T4,140 000 €,141 m²,993 €/m²,Usado,
2835,Faro,"Portimão, Faro",T2,139 900 €,84 m²,1 665 €/m²,Acompanhamento Virtual,Casas de Banho: 1
2836,Porto,"Paranhos, Porto",T1,135 000 €,"55,30 m²",2 441 €/m²,Casas de Banho: 1,Renovado
2837,Lisboa,"Carcavelos e Parede, Cascais, Lisboa",T1,169 500 €,29 m²,5 845 €/m²,Casas de Banho: 1,Renovado
2838,Porto,"Bonfim, Porto",T2,170 000 €,88 m²,1 932 €/m²,Renovado,
2839,Lisboa,"Benfica, Lisboa",T2,240 000 €,"58,50 m²",4 103 €/m²,Acompanhamento Virtual,Casas de Banho: 1
2840,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T2,195 000 €,97 m²,2 010 €/m²,Casas de Banho: 2,Usado
2841,Porto,"Campanhã, Porto",T1,175 000 €,53 m²,3 302 €/m²,Casas de Banho: 1,Novo
2842,Porto,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T3,249 000 €,89 m²,2 798 €/m²,Casas de Banho: 2,Novo
2843,Porto,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T0,138 000 €,40 m²,3 450 €/m²,Casas de Banho: 1,Novo
2844,Porto,"Paranhos, Porto",Vídeo,T2,284 000 €,105 m²,2 705 €/m²,Casas de Banho: 3
2845,Santarém,"São João Baptista, Entroncamento, Santarém",T3,99 000 €,193 m²,513 €/m²,Casas de Banho: 2,Usado
2846,Setúbal,"Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal",T3,239 000 €,120 m²,1 992 €/m²,Casas de Banho: 2,
2847,Porto,"Canidelo, Vila Nova de Gaia, Porto",T2,220 000 €,105 m²,2 095 €/m²,Casas de Banho: 2,Novo
2848,Faro,"São Gonçalo de Lagos, Lagos, Faro",Vídeo,T3,450 000 €,328 m²,1 372 €/m²,Casas de Banho: 4 ou mais
2849,Porto,"Paranhos, Porto",T4,500 000 €,171 m²,2 924 €/m²,Casas de Banho: 4 ou mais,Em construção
2850,Faro,"São Gonçalo de Lagos, Lagos, Faro",Vídeo,T2,250 000 €,93 m²,2 688 €/m²,Casas de Banho: 2
2851,Faro,"São Gonçalo de Lagos, Lagos, Faro",Vídeo,T2,235 000 €,90 m²,2 611 €/m²,Casas de Banho: 2
2852,Faro,"São Gonçalo de Lagos, Lagos, Faro",Vídeo,T2,390 000 €,95 m²,4 105 €/m²,Casas de Banho: 3
2853,Faro,"São Gonçalo de Lagos, Lagos, Faro",Vídeo,T2,260 000 €,101 m²,2 574 €/m²,Casas de Banho: 2
2854,Castelo Branco,Castelo Branco,T3,141 000 €,132 m²,1 068 €/m²,Usado,
2855,Santarém,"Nossa Senhora de Fátima, Entroncamento, Santarém",T4,194 000 €,179 m²,1 084 €/m²,Casas de Banho: 3,Usado
2856,Castelo Branco,Castelo Branco,T3,141 000 €,132 m²,1 068 €/m²,Usado,
2857,Santarém,"Nossa Senhora de Fátima, Entroncamento, Santarém",T4,194 000 €,179 m²,1 084 €/m²,Casas de Banho: 3,Usado
2858,Santarém,"Nossa Senhora de Fátima, Entroncamento, Santarém",T3,148 000 €,216 m²,685 €/m²,Casas de Banho: 3,Usado
2859,Lisboa,"Penha de França, Lisboa",T2,349 000 €,80 m²,4 363 €/m²,Casas de Banho: 2,Novo
2860,Lisboa,"Ericeira, Mafra, Lisboa",T3,700 000 €,178 m²,3 933 €/m²,Casas de Banho: 4 ou mais,Novo
2861,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,165 000 €,43 m²,3 837 €/m²,Casas de Banho: 1,Renovado
2862,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,162 500 €,44 m²,3 693 €/m²,Casas de Banho: 1,
2863,Porto,"Paranhos, Porto",T2,310 000 €,98 m²,3 163 €/m²,Casas de Banho: 2,Em construção
2864,Lisboa,"Penha de França, Lisboa",Vídeo,T3,499 900 €,100 m²,4 999 €/m²,Casas de Banho: 3
2865,Santarém,"Torres Novas (Santa Maria, Salvador e Santiago), Torres Novas, Santarém",T3,149 000 €,127 m²,1 173 €/m²,Casas de Banho: 2,Usado
2866,Porto,"Canidelo, Vila Nova de Gaia, Porto",T3,410 000 €,200 m²,2 050 €/m²,Casas de Banho: 3,Novo
2867,Lisboa,"Carcavelos e Parede, Cascais, Lisboa",Vídeo,T0,159 000 €,32 m²,4 969 €/m²,Casas de Banho: 1
2868,Porto,"Avintes, Vila Nova de Gaia, Porto",T3,240 000 €,127 m²,1 890 €/m²,Casas de Banho: 3,Novo
2869,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T2,327 500 €,87 m²,3 764 €/m²,Casas de Banho: 2,Em construção
2870,Porto,"Canidelo, Vila Nova de Gaia, Porto",T3,270 000 €,158 m²,1 709 €/m²,Casas de Banho: 3,Novo
2871,Porto,"Canidelo, Vila Nova de Gaia, Porto",T3,280 000 €,159 m²,1 761 €/m²,Casas de Banho: 3,Novo
2872,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T1,179 000 €,75 m²,2 387 €/m²,Acompanhamento Virtual
2873,Ilha da Madeira,"São Martinho, Funchal, Ilha da Madeira",Vídeo,T2,235 000 €,117 m²,2 009 €/m²,Casas de Banho: 2
2874,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T2,180 000 €,107 m²,1 682 €/m²,Acompanhamento Virtual
2875,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T3,245 000 €,165 m²,1 485 €/m²,Acompanhamento Virtual
2876,Aveiro,"Santa Joana, Aveiro",T1,95 000 €,51 m²,1 863 €/m²,Casas de Banho: 1,Usado
2877,Porto,"Canelas, Vila Nova de Gaia, Porto",T2,96 500 €,99 m²,975 €/m²,Casas de Banho: 1,Usado
2878,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T2,205 000 €,110 m²,1 864 €/m²,Acompanhamento Virtual
2879,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T3,265 000 €,154 m²,1 721 €/m²,Acompanhamento Virtual
2880,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T1,149 000 €,73 m²,2 041 €/m²,Acompanhamento Virtual
2881,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T4,315 000 €,180 m²,1 750 €/m²,Acompanhamento Virtual
2882,Lisboa,"Massamá e Monte Abraão, Sintra, Lisboa",T3,330 000 €,150 m²,2 200 €/m²,Acompanhamento Virtual,Casas de Banho: 2
2883,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T4,293 000 €,180 m²,1 628 €/m²,Acompanhamento Virtual
2884,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T3,289 000 €,178 m²,1 624 €/m²,Acompanhamento Virtual
2885,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T3,255 000 €,176 m²,1 449 €/m²,Acompanhamento Virtual
2886,Faro,"Armação de Pêra, Silves, Faro",Vídeo,T1,190 000 €,52 m²,3 654 €/m²,Casas de Banho: 1
2887,Aveiro,"Esgueira, Aveiro",T3,280 000 €,"162,50 m²",1 723 €/m²,Casas de Banho: 3,Usado
2888,Aveiro,"Glória e Vera Cruz, Aveiro",T2,160 000 €,97 m²,1 649 €/m²,Casas de Banho: 1,Usado
2889,Aveiro,"Glória e Vera Cruz, Aveiro",T3,350 000 €,"153,90 m²",2 274 €/m²,Casas de Banho: 3,Usado
2890,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T3,265 000 €,"167,22 m²",1 585 €/m²,Casas de Banho: 2,Em construção
2891,Lisboa,"Arroios, Lisboa",T2,244 900 €,44 m²,5 566 €/m²,Casas de Banho: 1,Renovado
2892,Lisboa,"Avenidas Novas, Lisboa",T1,598 500 €,"79,20 m²",7 557 €/m²,Casas de Banho: 1,Novo
2893,Lisboa,"Avenidas Novas, Lisboa",T3,1 113 000 €,"146,80 m²",7 582 €/m²,Casas de Banho: 3,Novo
2894,Lisboa,"Avenidas Novas, Lisboa",T3,1 207 500 €,"146,80 m²",8 225 €/m²,Casas de Banho: 3,Novo
2895,Lisboa,"Avenidas Novas, Lisboa",T3,1 155 000 €,"146,80 m²",7 868 €/m²,Casas de Banho: 3,Novo
2896,Lisboa,"Avenidas Novas, Lisboa",T3,1 176 000 €,"146,80 m²",8 011 €/m²,Casas de Banho: 3,Novo
2897,Lisboa,"Avenidas Novas, Lisboa",T3,1 092 000 €,"146,80 m²",7 439 €/m²,Casas de Banho: 3,Novo
2898,Lisboa,"Santo António, Lisboa",T2,903 000 €,"109,70 m²",8 232 €/m²,Casas de Banho: 2,Novo
2899,Lisboa,"Santo António, Lisboa",T2,887 250 €,"109,70 m²",8 088 €/m²,Casas de Banho: 2,Novo
2900,Lisboa,"Avenidas Novas, Lisboa",T2,908 250 €,"112,70 m²",8 059 €/m²,Casas de Banho: 2,Novo
2901,Lisboa,"Avenidas Novas, Lisboa",T2,871 500 €,"109,70 m²",7 944 €/m²,Casas de Banho: 2,Novo
2902,Lisboa,"Avenidas Novas, Lisboa",T2,861 000 €,"112,70 m²",7 640 €/m²,Casas de Banho: 2,Novo
2903,Lisboa,"Avenidas Novas, Lisboa",T2,855 750 €,"112,80 m²",7 586 €/m²,Casas de Banho: 2,Novo
2904,Lisboa,"Avenidas Novas, Lisboa",T2,855 750 €,"112,80 m²",7 586 €/m²,Casas de Banho: 2,Novo
2905,Lisboa,"Avenidas Novas, Lisboa",T2,876 750 €,"112,70 m²",7 780 €/m²,Casas de Banho: 2,Novo
2906,Lisboa,"Santo António, Lisboa",T2,813 750 €,"112,70 m²",7 220 €/m²,Casas de Banho: 2,Novo
2907,Lisboa,"Avenidas Novas, Lisboa",T2,892 500 €,"112,70 m²",7 919 €/m²,Casas de Banho: 2,Novo
2908,Lisboa,"Avenidas Novas, Lisboa",T2,855 750 €,"109,70 m²",7 801 €/m²,Casas de Banho: 2,Novo
2909,Lisboa,"Avenidas Novas, Lisboa",T2,829 500 €,"112,70 m²",7 360 €/m²,Casas de Banho: 2,Novo
2910,Lisboa,"Avenidas Novas, Lisboa",T2,924 000 €,"112,70 m²",8 199 €/m²,Casas de Banho: 2,Novo
2911,Lisboa,"Avenidas Novas, Lisboa",T2,845 250 €,"112,80 m²",7 493 €/m²,Casas de Banho: 2,Novo
2912,Lisboa,"Santa Maria Maior, Lisboa",T1,210 000 €,34 m²,6 176 €/m²,Casas de Banho: 1,Usado
2913,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T3,265 000 €,154 m²,1 721 €/m²,Casas de Banho: 3
2914,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T2,205 000 €,110 m²,1 864 €/m²,Casas de Banho: 3
2915,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T4,293 000 €,180 m²,1 628 €/m²,Casas de Banho: 3
2916,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T4,289 000 €,178 m²,1 624 €/m²,Casas de Banho: 3
2917,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T4,255 000 €,176 m²,1 449 €/m²,Casas de Banho: 3
2918,Faro,"Alcantarilha e Pêra, Silves, Faro",T2,179 000 €,"90,85 m²",1 970 €/m²,Casas de Banho: 2,Usado
2919,Porto,"Cidade da Maia, Maia, Porto",Vídeo,T2,159 900 €,90 m²,1 777 €/m²,Casas de Banho: 2
2920,Lisboa,"Odivelas, Lisboa",T3,185 000 €,80 m²,2 313 €/m²,Casas de Banho: 2,Para recuperar
2921,Setúbal,"Laranjeiro e Feijó, Almada, Setúbal",T2,175 900 €,107 m²,1 644 €/m²,Casas de Banho: 1,
2922,Porto,"Canelas, Vila Nova de Gaia, Porto",T3,163 000 €,122 m²,1 336 €/m²,Casas de Banho: 3,Usado
2923,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T3,250 000 €,162 m²,1 543 €/m²,Casas de Banho: 2,Em construção
2924,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T2,185 000 €,"111,87 m²",1 654 €/m²,Casas de Banho: 2,Em construção
2925,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T3,275 000 €,162 m²,1 698 €/m²,Casas de Banho: 2,Em construção
2926,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T3,205 000 €,"111,87 m²",1 832 €/m²,Casas de Banho: 2,Em construção
2927,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T3,250 000 €,"167,22 m²",1 495 €/m²,Casas de Banho: 2,Em construção
2928,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T2,195 000 €,"111,60 m²",1 747 €/m²,Casas de Banho: 2,Em construção
2929,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T4,388 000 €,"222,30 m²",1 745 €/m²,Casas de Banho: 2,Em construção
2930,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T3,240 000 €,"167,22 m²",1 435 €/m²,Casas de Banho: 2,Em construção
2931,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T4,388 000 €,"222,30 m²",1 745 €/m²,Casas de Banho: 2,Em construção
2932,Porto,"Paranhos, Porto",T3,373 000 €,"112,56 m²",3 314 €/m²,Casas de Banho: 3,Novo
2933,Porto,"Paranhos, Porto",T1,161 000 €,"50,75 m²",3 172 €/m²,Novo,
2934,Lisboa,"Carcavelos e Parede, Cascais, Lisboa",Vídeo,T3,510 000 €,115 m²,4 435 €/m²,Casas de Banho: 3
2935,Porto,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",Vídeo,T4,269 000 €,162 m²,1 660 €/m²,Usado
2936,Porto,"Cidade da Maia, Maia, Porto",T2,198 000 €,95 m²,2 084 €/m²,Casas de Banho: 2,Usado
2937,Braga,"Azurém, Guimarães, Braga",Vídeo,T3,262 500 €,155 m²,1 694 €/m²,Casas de Banho: 3
2938,Braga,"Azurém, Guimarães, Braga",Vídeo,T3,252 500 €,151 m²,1 672 €/m²,Casas de Banho: 3
2939,Porto,"Ermesinde, Valongo, Porto",T4,285 000 €,182 m²,1 566 €/m²,Casas de Banho: 1,Usado
2940,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T2,380 000 €,108 m²,3 519 €/m²,Casas de Banho: 3,Usado
2941,Aveiro,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Santa Maria da Feira, Aveiro",Vídeo,T2,125 000 €,85 m²,1 471 €/m²,Casas de Banho: 2
2942,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,148 500 €,80 m²,1 856 €/m²,Casas de Banho: 1,Usado
2943,Lisboa,"Agualva e Mira-Sintra, Sintra, Lisboa",T3,150 000 €,65 m²,2 308 €/m²,Acompanhamento Virtual,Casas de Banho: 2
2944,Lisboa,"Lumiar, Lisboa",Vídeo,T4,739 000 €,215 m²,3 437 €/m²,Casas de Banho: 4 ou mais
2945,Lisboa,"Lumiar, Lisboa",T4,749 000 €,197 m²,3 802 €/m²,Casas de Banho: 4 ou mais,Usado
2946,Santarém,"Nossa Senhora de Fátima, Entroncamento, Santarém",T2,74 250 €,102 m²,728 €/m²,Casas de Banho: 1,Usado
2947,Lisboa,"Mina de Água, Amadora, Lisboa",T2,285 000 €,104 m²,2 740 €/m²,Casas de Banho: 2,Usado
2948,Setúbal,"Montijo e Afonsoeiro, Montijo, Setúbal",Vídeo,T4,204 000 €,"130,60 m²",1 562 €/m²,Acompanhamento Virtual
2949,Braga,"São Victor, Braga",T3,134 900 €,112 m²,1 204 €/m²,Casas de Banho: 2,Usado
2950,Faro,"São Brás de Alportel, Faro",T2,143 000 €,82 m²,1 744 €/m²,Casas de Banho: 1,Usado
2951,Faro,"Quarteira, Loulé, Faro",T3,400 000 €,100 m²,4 000 €/m²,Casas de Banho: 3,Usado
2952,Faro,"Quarteira, Loulé, Faro",T2,295 000 €,90 m²,3 278 €/m²,Casas de Banho: 2,Usado
2953,Faro,"Quarteira, Loulé, Faro",T2,370 000 €,93 m²,3 978 €/m²,Casas de Banho: 2,Novo
2954,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",Vídeo,T3,347 500 €,131 m²,2 653 €/m²,Casas de Banho: 3
2955,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,145 000 €,102 m²,1 422 €/m²,Casas de Banho: 1,Usado
2956,Lisboa,"Mina de Água, Amadora, Lisboa",T3,285 000 €,113 m²,2 522 €/m²,Casas de Banho: 2,
2957,Lisboa,"Lumiar, Lisboa",T3,740 000 €,178 m²,4 157 €/m²,Casas de Banho: 3,Usado
2958,Lisboa,"Arroios, Lisboa",Vídeo,T3,1 330 000 €,204 m²,6 520 €/m²,Casas de Banho: 3
2959,Porto,"Paranhos, Porto",T3,323 000 €,"108,95 m²",2 965 €/m²,Casas de Banho: 3,Novo
2960,Braga,"Azurém, Guimarães, Braga",T2,195 000 €,"119,50 m²",1 632 €/m²,Casas de Banho: 2,Em construção
2961,Braga,"Azurém, Guimarães, Braga",T3,235 000 €,"156,11 m²",1 505 €/m²,Casas de Banho: 2,Em construção
2962,Lisboa,"Loures, Lisboa",T2,260 000 €,"92,20 m²",2 820 €/m²,Acompanhamento Virtual,Casas de Banho: 2
2963,Lisboa,"Arroios, Lisboa",T2,244 900 €,50 m²,4 898 €/m²,Casas de Banho: 1,Renovado
2964,Lisboa,"São Vicente, Lisboa",T3,364 000 €,90 m²,4 044 €/m²,Casas de Banho: 2,Renovado
2965,Lisboa,"Enxara do Bispo, Gradil e Vila Franca do Rosário, Mafra, Lisboa",T2,295 000 €,120 m²,2 458 €/m²,Casas de Banho: 3,Novo
2966,Faro,"Portimão, Faro",T1,116 500 €,48 m²,2 427 €/m²,Casas de Banho: 1,Renovado
2967,Faro,"São Clemente, Loulé, Faro",T3,295 000 €,90 m²,3 278 €/m²,Casas de Banho: 2,Usado
2968,Lisboa,"Porto Salvo, Oeiras, Lisboa",T3,575 000 €,143 m²,4 021 €/m²,Acompanhamento Virtual,Casas de Banho: 4 ou mais
2969,Porto,"Campanhã, Porto",T3,325 000 €,128 m²,2 539 €/m²,Casas de Banho: 3,Novo
2970,Porto,"Campanhã, Porto",T2,230 000 €,94 m²,2 447 €/m²,Casas de Banho: 2,Novo
2971,Porto,"Campanhã, Porto",T2,227 500 €,92 m²,2 473 €/m²,Acompanhamento Virtual,Casas de Banho: 2
2972,Faro,"Odiáxere, Lagos, Faro",T3,150 000 €,116 m²,1 293 €/m²,Acompanhamento Virtual,Casas de Banho: 2
2973,Setúbal,"Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça), Setúbal",T3,144 500 €,90 m²,1 606 €/m²,Casas de Banho: 2,Usado
2974,Porto,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",Vídeo,T3,240 000 €,126 m²,1 905 €/m²,Casas de Banho: 2
2975,Coimbra,"Vila Verde, Figueira da Foz, Coimbra",T3,60 000 €,92 m²,652 €/m²,Casas de Banho: 1,Usado
2976,Lisboa,"Mina de Água, Amadora, Lisboa",T2,159 500 €,"68,11 m²",2 342 €/m²,Casas de Banho: 1,
2977,Portalegre,"Caia, São Pedro e Alcáçova, Elvas, Portalegre",T3,115 000 €,115 m²,1 000 €/m²,Casas de Banho: 2,Usado
2978,Lisboa,"Porto Salvo, Oeiras, Lisboa",T2,162 500 €,61 m²,2 664 €/m²,Casas de Banho: 1,Renovado
2979,Lisboa,"Algueirão-Mem Martins, Sintra, Lisboa",Vídeo,T2,130 000 €,90 m²,1 444 €/m²,Casas de Banho: 1
2980,Braga,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga",Vídeo,T1,169 000 €,89 m²,1 899 €/m²,Casas de Banho: 1
2981,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",T3,995 000 €,208 m²,4 784 €/m²,Casas de Banho: 3,
2982,Setúbal,"Corroios, Seixal, Setúbal",T1,75 000 €,35 m²,2 143 €/m²,Casas de Banho: 1,
2983,Setúbal,"Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal",T3,129 000 €,100 m²,1 290 €/m²,Casas de Banho: 2,Renovado
2984,Braga,"São Vicente, Braga",T3,87 500 €,102 m²,858 €/m²,Casas de Banho: 2,Usado
2985,Ilha da Madeira,"São Martinho, Funchal, Ilha da Madeira",T4,650 000 €,177 m²,3 672 €/m²,Casas de Banho: 4 ou mais,Novo
2986,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,695 000 €,138 m²,5 036 €/m²,Casas de Banho: 2,
2987,Porto,"Lordelo do Ouro e Massarelos, Porto",T2,299 500 €,105 m²,2 852 €/m²,Casas de Banho: 2,Usado
2988,Porto,"Lordelo do Ouro e Massarelos, Porto",T3,495 000 €,140 m²,3 536 €/m²,Casas de Banho: 3,Usado
